entry_date,entry_price,position,stop_loss,exit_date,exit_price,pnl,open_at_end,symbol,holding_days,return_pct
2024-01-23,583.405517578125,10,554.2352416992187,2024-02-07,651.0404663085938,676.3494873046875,,SBIN.NS,15,11.593128054605966
2024-03-19,697.8497924804688,10,662.9573028564453,2024-04-02,738.9224853515625,410.7269287109375,,SBIN.NS,14,5.885606517858681
2024-06-04,759.9407348632812,10,721.9436981201171,2024-07-18,875.9610595703125,1160.2032470703125,,SBIN.NS,44,15.267022727489946
2024-08-05,795.6732788085938,10,755.889614868164,2024-08-16,796.1143188476562,4.410400390625,,SBIN.NS,11,0.05542979144943688
2024-08-19,797.682861328125,10,757.7987182617187,2024-08-20,804.1529541015625,64.700927734375,,SBIN.NS,1,0.8111109172716753
2024-09-06,767.0970458984375,10,728.7421936035156,2024-09-09,768.8125610351562,17.1551513671875,,SBIN.NS,3,0.22363730194130896
2024-09-10,767.2440795898438,10,728.8818756103516,2024-09-11,753.4706420898438,-137.734375,,SBIN.NS,1,-1.7951832886560763
2024-09-12,772.24365234375,10,733.6314697265625,2024-09-13,775.2826538085938,30.3900146484375,,SBIN.NS,1,0.39352883712548725
2024-09-16,770.0869750976562,10,731.5826263427734,2024-09-17,767.4891967773438,-25.977783203125,,SBIN.NS,1,-0.33733570418887693
2024-09-20,766.3128051757812,10,727.9971649169921,2024-09-23,786.0661010742188,197.532958984375,,SBIN.NS,3,2.5777066186315882
2024-10-07,755.4802856445312,10,717.7062713623046,2024-10-08,766.0676879882812,105.8740234375,,SBIN.NS,1,1.4014134511422032
2024-11-21,765.3814697265625,10,727.1123962402344,2025-01-06,761.1171264648438,-42.6434326171875,,SBIN.NS,46,-0.5571526657474755
2025-01-07,763.4208374023438,10,725.2497955322266,2025-01-08,755.970458984375,-74.5037841796875,,SBIN.NS,1,-0.9759202333695531
2025-01-09,745.4810791015625,10,708.2070251464844,2025-01-10,728.61962890625,-168.614501953125,,SBIN.NS,1,-2.261821348388017
2025-01-13,715.1403198242188,10,679.3833038330077,2025-01-14,733.4232177734375,182.8289794921875,,SBIN.NS,1,2.5565469380488404
2025-01-15,738.8639526367188,10,701.9207550048828,2025-01-16,751.2158813476562,123.519287109375,,SBIN.NS,1,1.6717460185813993
2025-01-17,749.0592041015625,10,711.6062438964843,2025-01-20,763.9110107421875,148.51806640625,,SBIN.NS,3,1.9827280085875951
2025-01-21,744.1085815429688,10,706.9031524658203,2025-01-22,738.6188354492188,-54.8974609375,,SBIN.NS,1,-0.7377614275549103
2025-01-23,731.2174682617188,10,694.6565948486328,2025-01-24,729.501953125,-17.1551513671875,,SBIN.NS,1,-0.23461079790625702
2025-01-27,734.4525146484375,10,697.7298889160156,2025-01-28,737.5895385742188,31.3702392578125,,SBIN.NS,1,0.42712413167825536
2025-02-07,722.688720703125,10,686.5542846679688,2025-02-10,722.2965698242188,-3.9215087890625,,SBIN.NS,3,-0.0542627645447012
2025-02-11,716.7088012695312,10,680.8733612060547,2025-02-12,718.7184448242188,20.096435546875,,SBIN.NS,1,0.2803988943804999
2025-02-13,713.3267211914062,10,677.6603851318359,2025-02-14,707.9349975585938,-53.917236328125,,SBIN.NS,1,-0.7558561137044163
2025-02-17,713.375732421875,10,677.7069458007812,2025-02-18,711.5131225585938,-18.6260986328125,,SBIN.NS,1,-0.2610980130986209
2025-02-19,712.9835815429688,10,677.3344024658203,2025-02-20,715.3363647460938,23.52783203125,,SBIN.NS,1,0.32999121775473966
2025-02-21,707.7879028320312,10,672.3985076904297,2025-02-24,702.2981567382812,-54.8974609375,,SBIN.NS,3,-0.775620220659917
2025-02-25,696.9064331054688,10,662.0611114501953,2025-02-27,690.0442504882812,-68.621826171875,,SBIN.NS,2,-0.9846634054745463
2025-02-28,675.241455078125,10,641.4793823242187,2025-03-03,681.6134643554688,63.7200927734375,,SBIN.NS,3,0.9436638152801968
2025-06-19,785.0999755859375,10,745.8449768066406,2025-06-27,805.4000244140625,203.00048828125,True,SBIN.NS,8,2.585664177734132
